"id_new","buy","age","gender","tenure","region","dl","has_v_insurance","v_age","v_accident","v_prem_quote","cs_rep"
"a00011386",1,46,"male",236,28,1,0,"1-2 year","yes",29390.0,122
"a00011387",1,60,"male",60,28,1,0,"> 2 years","yes",53001.0,122
"a00011388",0,42,"male",119,46,1,0,"1-2 year","yes",26190.0,154
"a00011389",0,29,"female",42,10,1,1,"< 1 year","no",24909.0,151
"a00011390",0,39,"female",104,7,1,1,"1-2 year","no",35291.0,154
"a00011391",0,24,"female",131,50,1,0,"< 1 year","yes",27914.0,151
"a00011392",0,48,"female",107,20,1,0,"1-2 year","yes",2630.0,122
"a00011393",0,22,"male",67,28,1,0,"1-2 year","yes",38705.0,154
"a00011394",1,59,"male",269,37,1,0,"1-2 year","yes",33829.0,122
"a00011395",1,67,"male",15,8,1,0,"> 2 years","yes",2630.0,163
"a00011396",1,75,"male",223,28,1,0,"1-2 year","yes",22535.0,122
"a00011397",0,46,"male",120,28,1,0,"1-2 year","yes",2630.0,122
"a00011398",0,39,"male",225,8,1,0,"1-2 year","no",33363.0,163
"a00011399",0,44,"female",94,41,1,1,"1-2 year","no",40170.0,122
"a00011400",1,35,"male",295,36,1,0,"1-2 year","yes",37983.0,154
"a00011401",1,30,"female",92,37,1,0,"< 1 year","yes",44498.0,163
"a00011402",0,25,"male",173,28,1,1,"< 1 year","no",66324.0,151
"a00011403",0,42,"female",129,8,1,0,"1-2 year","yes",39835.0,154
"a00011404",0,34,"female",225,51,1,0,"1-2 year","yes",43746.0,163
"a00011405",0,36,"male",113,28,1,0,"1-2 year","yes",38719.0,122
"a00011406",0,21,"male",133,47,1,0,"< 1 year","no",29523.0,163
"a00011407",0,23,"female",178,29,1,1,"< 1 year","no",30804.0,151
"a00011408",0,43,"male",123,46,1,0,"1-2 year","yes",24574.0,154
"a00011409",0,24,"male",206,5,1,0,"< 1 year","no",58868.0,151
"a00011410",0,34,"male",118,28,1,0,"1-2 year","yes",32882.0,122
"a00011411",0,53,"female",35,28,1,0,"1-2 year","yes",46706.0,122
"a00011412",0,25,"male",194,29,1,1,"< 1 year","no",28658.0,151
"a00011413",0,21,"female",258,46,1,1,"< 1 year","no",23867.0,163
"a00011414",1,38,"female",50,29,1,0,"1-2 year","yes",37270.0,154
"a00011415",0,38,"male",187,22,1,1,"1-2 year","no",2630.0,122
"a00011416",1,23,"male",274,39,1,0,"< 1 year","yes",36991.0,151
"a00011417",1,68,"male",113,28,1,0,"1-2 year","yes",59832.0,122
"a00011418",1,39,"male",73,3,1,0,"1-2 year","yes",2630.0,163
"a00011419",0,31,"male",239,11,1,1,"< 1 year","no",38197.0,151
"a00011420",1,62,"female",184,28,1,0,"1-2 year","yes",25150.0,122
"a00011421",0,21,"male",176,11,1,1,"1-2 year","no",21220.0,154
"a00011422",0,23,"female",89,23,1,1,"< 1 year","no",2630.0,151
"a00011423",0,27,"female",89,45,1,0,"1-2 year","yes",2630.0,154
"a00011424",0,47,"male",34,41,1,0,"1-2 year","yes",20964.0,154
"a00011425",0,63,"female",298,46,1,0,"1-2 year","yes",22941.0,122
"a00011426",0,34,"female",205,28,1,1,"1-2 year","no",36578.0,151
"a00011427",0,32,"male",200,39,1,0,"1-2 year","yes",2630.0,122
"a00011428",1,43,"female",138,28,1,0,"1-2 year","yes",34182.0,163
"a00011429",0,66,"female",240,8,1,0,"1-2 year","yes",36870.0,154
"a00011430",0,74,"male",249,28,1,0,"1-2 year","yes",44460.0,122
"a00011431",0,73,"male",284,2,1,0,"1-2 year","yes",2630.0,163
"a00011432",1,45,"male",44,8,1,0,"1-2 year","yes",31085.0,163
"a00011433",0,55,"male",225,15,1,0,"1-2 year","yes",2630.0,122
"a00011434",0,31,"female",149,46,1,0,"< 1 year","yes",27407.0,154
"a00011435",0,54,"male",247,28,1,0,"> 2 years","yes",50316.0,122
"a00011436",0,30,"female",47,28,1,0,"< 1 year","yes",69831.0,122
"a00011437",0,67,"male",194,28,1,1,"1-2 year","no",60848.0,122
"a00011438",0,20,"male",261,15,1,1,"< 1 year","yes",31991.0,163
"a00011439",1,36,"male",14,30,1,0,"1-2 year","yes",34235.0,154
"a00011440",0,31,"male",130,28,1,0,"< 1 year","yes",32284.0,163
"a00011441",0,66,"male",193,28,1,0,"1-2 year","yes",43342.0,154
"a00011442",0,48,"female",44,28,1,0,"1-2 year","no",28072.0,122
"a00011443",0,63,"male",84,28,1,0,"1-2 year","yes",47482.0,122
"a00011444",1,36,"male",246,28,1,0,"1-2 year","yes",34274.0,122
"a00011445",0,24,"female",222,30,1,1,"< 1 year","no",38578.0,151
"a00011446",0,74,"male",198,28,1,0,"> 2 years","yes",107943.0,122
"a00011447",0,56,"male",115,46,1,0,"1-2 year","yes",29029.0,154
"a00011448",0,41,"male",169,28,1,1,"1-2 year","no",53070.0,122
"a00011449",0,67,"male",265,28,1,0,"1-2 year","yes",57047.0,122
"a00011450",0,24,"female",265,8,1,1,"< 1 year","no",36340.0,151
"a00011451",0,44,"male",56,28,1,1,"1-2 year","no",61764.0,122
"a00011452",0,77,"female",118,28,1,0,"1-2 year","no",45620.0,122
"a00011453",0,32,"female",197,30,1,1,"1-2 year","yes",2630.0,163
"a00011454",0,24,"female",265,15,1,0,"< 1 year","yes",38387.0,151
"a00011455",0,38,"male",246,8,1,0,"1-2 year","yes",39711.0,154
"a00011456",1,21,"male",76,42,1,0,"1-2 year","yes",22931.0,154
"a00011457",0,40,"male",146,46,1,0,"1-2 year","yes",27711.0,163
"a00011458",0,41,"female",130,9,1,0,"1-2 year","yes",2630.0,122
"a00011459",0,26,"female",19,33,1,1,"< 1 year","no",38114.0,151
"a00011460",1,22,"male",40,28,1,0,"< 1 year","yes",38039.0,122
"a00011461",0,23,"male",23,13,1,1,"< 1 year","no",28380.0,151
"a00011462",0,23,"female",108,34,1,0,"< 1 year","yes",34131.0,151
"a00011463",0,23,"male",61,45,1,0,"< 1 year","yes",24857.0,151
"a00011464",1,35,"male",144,38,1,0,"1-2 year","yes",29693.0,163
"a00011465",0,24,"female",268,2,1,0,"< 1 year","no",35011.0,151
"a00011466",0,79,"male",66,28,1,0,"1-2 year","yes",25782.0,122
"a00011467",0,45,"female",45,15,1,1,"1-2 year","no",38023.0,122
"a00011468",0,41,"male",185,17,1,0,"1-2 year","yes",50426.0,163
"a00011469",0,73,"female",63,28,1,0,"1-2 year","yes",44389.0,122
"a00011470",1,29,"female",157,30,1,0,"< 1 year","yes",36080.0,163
"a00011471",0,26,"male",255,50,1,1,"< 1 year","no",36518.0,151
"a00011472",0,80,"female",55,28,1,0,"1-2 year","yes",31396.0,122
"a00011473",1,36,"female",161,24,1,0,"1-2 year","yes",31209.0,154
"a00011474",1,53,"female",148,28,1,0,"1-2 year","yes",33498.0,122
"a00011475",0,26,"female",53,23,1,1,"< 1 year","no",23865.0,151
"a00011476",0,63,"male",130,0,1,0,"1-2 year","yes",2630.0,122
"a00011477",0,43,"male",199,8,1,0,"1-2 year","yes",33084.0,154
"a00011478",0,76,"male",168,28,1,1,"1-2 year","no",46187.0,122
"a00011479",0,49,"male",294,46,1,0,"1-2 year","yes",23040.0,163
"a00011480",0,43,"female",42,28,1,0,"1-2 year","yes",33346.0,122
"a00011481",0,67,"female",275,28,1,0,"1-2 year","yes",39103.0,154
"a00011482",0,38,"female",108,46,1,0,"1-2 year","yes",25660.0,154
"a00011483",0,46,"male",63,28,1,1,"1-2 year","no",27318.0,122
"a00011484",0,41,"female",110,28,1,1,"1-2 year","no",25453.0,122
"a00011485",0,66,"male",34,46,1,1,"1-2 year","no",33847.0,122
"a00011486",0,28,"female",56,9,1,0,"< 1 year","yes",41625.0,151
"a00011487",1,62,"male",207,28,1,0,"1-2 year","yes",42772.0,122
"a00011488",1,38,"male",118,28,1,0,"> 2 years","yes",35541.0,122
"a00011489",0,62,"female",65,28,1,0,"> 2 years","yes",48680.0,122
"a00011490",0,23,"male",187,12,1,1,"< 1 year","no",26575.0,151
"a00011491",0,66,"male",91,28,1,0,"1-2 year","yes",52805.0,122
"a00011492",1,36,"male",41,11,1,0,"1-2 year","yes",23353.0,154
"a00011493",0,30,"male",146,28,1,0,"1-2 year","yes",27514.0,122
"a00011494",0,63,"male",52,28,1,0,"1-2 year","yes",2630.0,122
"a00011495",0,65,"female",257,28,1,1,"1-2 year","no",40030.0,122
"a00011496",0,24,"female",46,50,1,0,"< 1 year","yes",39471.0,151
"a00011497",0,50,"male",45,8,1,0,"1-2 year","yes",2630.0,154
"a00011498",0,66,"male",243,28,0,0,"> 2 years","yes",41200.0,122
"a00011499",0,55,"male",113,28,1,0,"1-2 year","yes",33506.0,154
"a00011500",0,63,"female",175,39,1,0,"1-2 year","yes",30465.0,154
"a00011501",0,43,"female",188,28,1,0,"1-2 year","yes",43827.0,122
"a00011502",1,44,"male",290,28,1,0,"1-2 year","yes",34343.0,122
"a00011503",0,36,"female",217,18,1,0,"1-2 year","yes",2630.0,154
"a00011504",0,78,"male",171,28,1,0,"1-2 year","no",68480.0,122
"a00011505",0,56,"female",227,43,1,1,"1-2 year","yes",2630.0,163
"a00011506",0,30,"male",262,36,1,0,"< 1 year","no",41321.0,154
"a00011507",0,34,"male",83,28,1,0,"1-2 year","yes",52335.0,163
"a00011508",0,26,"male",191,45,1,0,"< 1 year","yes",2630.0,163
"a00011509",0,29,"male",253,28,1,0,"< 1 year","yes",35703.0,154
"a00011510",1,21,"male",213,28,1,0,"< 1 year","yes",62848.0,154
"a00011511",0,64,"female",237,41,1,0,"1-2 year","yes",25414.0,122
"a00011512",0,72,"female",66,28,1,0,"1-2 year","yes",66724.0,122
"a00011513",0,73,"male",82,28,0,0,"> 2 years","yes",45871.0,163
"a00011514",0,48,"female",197,28,1,1,"1-2 year","no",34501.0,122
"a00011515",0,23,"female",293,18,1,1,"< 1 year","no",30686.0,151
"a00011516",0,65,"male",211,28,1,0,"1-2 year","yes",34533.0,122
"a00011517",1,62,"female",37,28,1,0,"> 2 years","yes",42063.0,122
"a00011518",0,59,"male",279,28,1,0,"1-2 year","yes",48963.0,122
"a00011519",0,57,"female",120,28,1,1,"1-2 year","no",46879.0,151
"a00011520",0,40,"male",139,22,1,0,"1-2 year","yes",30256.0,154
"a00011521",0,28,"male",45,16,1,1,"< 1 year","no",31883.0,151
"a00011522",0,36,"female",288,28,1,1,"1-2 year","no",22437.0,122
"a00011523",0,23,"female",238,34,1,0,"< 1 year","yes",40910.0,154
"a00011524",1,23,"male",28,13,1,0,"< 1 year","yes",23595.0,151
"a00011525",0,34,"female",66,27,1,1,"1-2 year","yes",2630.0,163
"a00011526",0,46,"female",134,28,1,0,"> 2 years","yes",43497.0,122
"a00011527",0,28,"male",280,48,1,0,"< 1 year","yes",2630.0,154
"a00011528",0,47,"female",53,28,1,0,"1-2 year","no",27173.0,154
"a00011529",0,47,"male",82,40,1,0,"1-2 year","yes",40574.0,154
"a00011530",0,45,"male",27,28,1,0,"1-2 year","yes",61795.0,122
"a00011531",0,37,"female",261,28,1,0,"1-2 year","yes",57677.0,122
"a00011532",0,44,"male",102,46,1,0,"1-2 year","yes",42673.0,122
"a00011533",0,57,"male",205,28,1,1,"1-2 year","no",36227.0,122
"a00011534",0,24,"male",224,50,1,1,"< 1 year","no",33063.0,151
"a00011535",0,30,"male",112,28,1,0,"1-2 year","yes",59651.0,154
"a00011536",0,20,"male",45,28,1,0,"1-2 year","yes",2630.0,154
"a00011537",0,24,"female",101,14,1,1,"< 1 year","no",33545.0,151
"a00011538",0,23,"female",296,45,1,1,"< 1 year","no",22739.0,151
"a00011539",0,27,"male",69,28,1,0,"1-2 year","yes",2630.0,122
"a00011540",0,51,"male",296,46,1,1,"1-2 year","no",51673.0,122
"a00011541",0,36,"male",83,28,1,0,"1-2 year","yes",2630.0,122
"a00011542",0,24,"female",134,15,1,1,"< 1 year","no",25681.0,151
"a00011543",0,23,"male",258,10,1,1,"< 1 year","no",33209.0,154
"a00011544",0,23,"female",157,15,1,1,"< 1 year","no",29538.0,151
"a00011545",0,45,"female",214,28,1,0,"1-2 year","yes",39865.0,154
"a00011546",0,29,"female",200,28,1,1,"1-2 year","no",32397.0,122
"a00011547",1,49,"female",150,28,1,0,"1-2 year","yes",2630.0,122
"a00011548",1,55,"male",12,28,1,0,"1-2 year","yes",46105.0,122
"a00011549",1,48,"male",163,50,1,0,"1-2 year","yes",30781.0,163
"a00011550",0,24,"female",227,27,1,1,"< 1 year","no",52130.0,151
"a00011551",1,41,"male",262,28,1,0,"1-2 year","yes",35968.0,154
"a00011552",0,28,"male",33,35,1,0,"1-2 year","yes",32591.0,154
"a00011553",0,21,"male",118,28,1,0,"1-2 year","yes",40929.0,163
"a00011554",0,44,"male",175,28,1,0,"1-2 year","yes",2630.0,122
"a00011555",0,23,"female",231,3,1,1,"< 1 year","no",22480.0,151
"a00011556",0,29,"female",59,35,1,0,"1-2 year","yes",22176.0,154
"a00011557",0,21,"female",232,28,1,0,"1-2 year","yes",60796.0,122
"a00011558",0,48,"female",264,28,1,1,"1-2 year","no",25287.0,122
"a00011559",0,43,"male",59,28,1,0,"1-2 year","yes",28531.0,154
"a00011560",0,36,"female",245,28,1,1,"1-2 year","no",25674.0,122
"a00011561",1,30,"male",125,29,1,0,"< 1 year","yes",30403.0,163
"a00011562",0,37,"male",68,18,1,0,"1-2 year","yes",36837.0,154
"a00011563",0,39,"male",123,28,1,0,"1-2 year","yes",2630.0,163
"a00011564",0,46,"female",218,28,1,0,"1-2 year","yes",33957.0,154
"a00011565",1,32,"male",298,30,1,0,"< 1 year","yes",22488.0,151
"a00011566",0,35,"male",124,41,1,0,"1-2 year","yes",19760.0,163
"a00011567",0,60,"female",141,28,1,0,"1-2 year","no",44320.0,122
"a00011568",0,30,"male",195,28,1,1,"1-2 year","no",39011.0,122
"a00011569",0,44,"male",74,28,1,0,"> 2 years","yes",29955.0,122
"a00011570",1,58,"female",154,28,1,0,"1-2 year","yes",85752.0,122
"a00011571",0,31,"male",64,28,1,1,"1-2 year","yes",33603.0,163
"a00011572",0,46,"male",285,28,1,1,"1-2 year","no",37337.0,122
"a00011573",0,69,"male",202,0,1,0,"1-2 year","yes",2630.0,122
"a00011574",0,37,"male",145,28,1,0,"1-2 year","yes",38289.0,154
"a00011575",0,35,"female",272,28,1,0,"> 2 years","yes",50521.0,154
"a00011576",0,78,"male",57,48,1,1,"1-2 year","no",2630.0,122
"a00011577",0,74,"female",288,28,1,0,"> 2 years","yes",51236.0,154
"a00011578",0,75,"female",296,28,1,0,"1-2 year","yes",53036.0,122
"a00011579",0,79,"male",122,28,1,0,"> 2 years","yes",42270.0,122
"a00011580",0,47,"male",25,12,1,0,"1-2 year","yes",28067.0,163
"a00011581",0,51,"female",260,28,1,0,"1-2 year","no",49100.0,122
"a00011582",0,75,"male",163,3,1,0,"1-2 year","yes",2630.0,154
"a00011583",1,30,"male",45,30,1,1,"1-2 year","no",2630.0,154
"a00011584",0,24,"male",49,47,1,1,"< 1 year","no",25505.0,151
"a00011585",1,47,"male",96,28,1,0,"1-2 year","yes",45162.0,122
"a00011586",0,38,"female",169,29,1,0,"1-2 year","yes",47639.0,122
"a00011587",1,66,"male",32,50,1,0,"> 2 years","yes",37047.0,122
"a00011588",0,29,"male",120,37,1,1,"< 1 year","no",30648.0,151
"a00011589",0,39,"male",129,48,1,0,"1-2 year","yes",2630.0,154
"a00011590",0,25,"male",149,28,1,1,"< 1 year","no",57806.0,151
"a00011591",1,24,"female",59,36,1,0,"< 1 year","yes",43595.0,151
"a00011592",0,62,"male",22,29,1,0,"1-2 year","yes",39911.0,122
"a00011593",1,41,"female",20,28,1,0,"1-2 year","yes",41470.0,122
"a00011594",0,65,"male",174,28,1,1,"1-2 year","no",32026.0,122
"a00011595",0,26,"male",184,15,1,1,"< 1 year","no",38578.0,151
"a00011596",0,55,"female",228,28,1,0,"1-2 year","no",25328.0,154
"a00011597",0,23,"female",136,15,1,0,"< 1 year","no",53600.0,151
"a00011598",0,24,"male",284,28,1,1,"< 1 year","no",26819.0,151
"a00011599",0,51,"male",219,28,1,0,"1-2 year","yes",36984.0,122
"a00011600",0,33,"female",230,10,1,0,"< 1 year","yes",29171.0,154
"a00011601",1,37,"male",70,28,1,0,"1-2 year","yes",167393.0,122
"a00011602",1,21,"female",44,28,1,0,"1-2 year","yes",56440.0,122
"a00011603",0,24,"male",235,50,1,0,"< 1 year","no",21512.0,151
"a00011604",1,35,"female",176,39,1,0,"1-2 year","yes",2630.0,154
"a00011605",1,41,"male",132,30,1,0,"1-2 year","yes",2630.0,163
"a00011606",0,25,"female",78,28,1,1,"< 1 year","no",34342.0,151
"a00011607",0,24,"female",129,15,1,0,"< 1 year","yes",32870.0,151
"a00011608",1,57,"female",184,28,1,0,"1-2 year","yes",41785.0,122
"a00011609",0,24,"female",205,28,1,0,"< 1 year","yes",31977.0,154
"a00011610",1,31,"male",134,3,1,0,"1-2 year","yes",33774.0,154
"a00011611",0,49,"female",106,3,1,0,"1-2 year","yes",2630.0,154
"a00011612",0,59,"male",25,41,1,1,"1-2 year","no",2630.0,122
"a00011613",0,79,"male",141,41,1,1,"1-2 year","no",19778.0,122
"a00011614",0,52,"female",229,28,1,0,"1-2 year","yes",50486.0,154
"a00011615",1,24,"female",136,15,1,0,"< 1 year","yes",32711.0,151
"a00011616",0,52,"male",93,2,1,0,"1-2 year","yes",2630.0,163
"a00011617",0,38,"female",159,33,1,0,"1-2 year","yes",38404.0,122
"a00011618",0,40,"male",165,28,1,1,"1-2 year","no",2630.0,122
"a00011619",0,28,"male",74,3,1,0,"< 1 year","no",41707.0,154
"a00011620",0,70,"female",72,28,1,1,"1-2 year","no",40142.0,122
"a00011621",0,28,"male",119,18,1,0,"< 1 year","yes",35446.0,163
"a00011622",0,22,"male",127,47,1,0,"< 1 year","yes",36367.0,163
"a00011623",0,77,"male",222,28,1,0,"> 2 years","yes",40782.0,122
"a00011624",0,46,"female",275,46,1,0,"1-2 year","yes",26114.0,163
"a00011625",0,33,"male",277,3,1,1,"1-2 year","no",35936.0,154
"a00011626",0,25,"male",256,16,1,1,"< 1 year","no",21312.0,151
"a00011627",0,47,"male",167,30,1,0,"1-2 year","yes",40292.0,154
"a00011628",1,37,"female",63,1,1,0,"1-2 year","yes",2630.0,154
"a00011629",0,74,"male",45,48,1,0,"1-2 year","yes",2630.0,122
"a00011630",0,72,"male",105,15,1,1,"1-2 year","no",26707.0,122
"a00011631",0,74,"female",184,28,1,0,"> 2 years","yes",32532.0,122
"a00011632",0,38,"female",176,28,1,1,"1-2 year","no",57394.0,122
"a00011633",0,42,"female",259,8,1,0,"1-2 year","no",30687.0,154
"a00011634",1,45,"male",102,28,1,0,"> 2 years","yes",42229.0,122
"a00011635",0,24,"female",246,47,1,0,"< 1 year","yes",31154.0,151
"a00011636",0,27,"male",210,15,1,0,"1-2 year","yes",27162.0,154
"a00011637",0,65,"female",278,46,1,1,"1-2 year","no",2630.0,151
"a00011638",0,76,"female",279,28,1,0,"1-2 year","yes",24812.0,122
"a00011639",1,57,"male",166,28,1,0,"> 2 years","yes",30372.0,122
"a00011640",1,44,"male",145,33,1,0,"1-2 year","yes",32201.0,122
"a00011641",0,68,"male",181,28,1,0,"1-2 year","yes",41244.0,122
"a00011642",0,40,"male",259,19,1,0,"1-2 year","yes",2630.0,163
"a00011643",0,73,"female",87,28,1,0,"1-2 year","yes",52511.0,122
"a00011644",1,33,"female",273,28,1,1,"1-2 year","no",29282.0,154
"a00011645",0,40,"female",85,3,1,0,"1-2 year","no",27483.0,154
"a00011646",0,45,"male",59,28,1,1,"1-2 year","no",36675.0,122
"a00011647",0,36,"male",29,41,1,1,"1-2 year","no",33714.0,154
"a00011648",0,28,"female",156,27,1,0,"< 1 year","no",29764.0,151
"a00011649",0,27,"male",131,28,1,0,"1-2 year","yes",24778.0,154
"a00011650",1,37,"female",152,28,1,0,"1-2 year","yes",23122.0,122
"a00011651",0,55,"female",57,28,1,0,"1-2 year","yes",39821.0,122
"a00011652",0,29,"male",14,45,1,0,"1-2 year","yes",22381.0,154
"a00011653",0,44,"male",165,28,1,0,"1-2 year","yes",30889.0,122
"a00011654",0,65,"female",58,28,1,0,"> 2 years","yes",36716.0,122
"a00011655",0,58,"female",139,28,1,0,"1-2 year","no",44958.0,122
"a00011656",0,77,"female",17,28,1,0,"1-2 year","yes",63341.0,122
"a00011657",0,64,"male",256,28,1,0,"> 2 years","yes",70754.0,122
"a00011658",0,37,"female",154,28,1,0,"1-2 year","yes",39503.0,122
"a00011659",0,63,"male",209,28,1,0,"> 2 years","yes",36507.0,122
"a00011660",0,39,"female",283,28,1,0,"> 2 years","yes",41523.0,122
"a00011661",0,69,"male",54,28,1,0,"1-2 year","yes",32549.0,122
"a00011662",0,62,"male",100,11,1,1,"1-2 year","no",27158.0,154
"a00011663",0,69,"male",267,0,1,1,"1-2 year","no",2630.0,122
"a00011664",1,53,"male",231,28,1,0,"1-2 year","yes",2630.0,122
"a00011665",0,41,"male",84,28,1,0,"1-2 year","no",24459.0,122
"a00011666",0,74,"female",278,28,1,0,"1-2 year","yes",38079.0,122
"a00011667",1,36,"female",16,8,1,0,"1-2 year","yes",40315.0,154
"a00011668",0,60,"female",83,30,1,1,"1-2 year","no",36462.0,122
"a00011669",1,35,"female",122,18,1,0,"1-2 year","yes",34321.0,122
"a00011670",1,48,"male",148,28,1,0,"1-2 year","yes",25118.0,122
"a00011671",0,38,"female",208,28,1,0,"1-2 year","no",28629.0,154
"a00011672",0,24,"male",114,28,1,1,"< 1 year","no",31611.0,151
"a00011673",0,37,"male",187,28,1,0,"1-2 year","yes",37634.0,122
"a00011674",0,22,"female",203,39,1,0,"< 1 year","yes",2630.0,151
"a00011675",0,68,"female",275,8,1,1,"1-2 year","no",46867.0,122
"a00011676",1,36,"male",158,28,1,0,"1-2 year","yes",38822.0,122
"a00011677",0,68,"female",152,10,1,0,"1-2 year","yes",35494.0,122
"a00011678",0,38,"male",106,48,1,0,"1-2 year","yes",2630.0,154
"a00011679",0,49,"male",233,28,1,0,"1-2 year","yes",33784.0,122
"a00011680",0,40,"male",80,14,1,0,"1-2 year","no",2630.0,154
"a00011681",0,61,"male",210,28,1,0,"1-2 year","yes",43076.0,122
"a00011682",0,22,"male",205,28,1,0,"< 1 year","yes",44444.0,122
"a00011683",0,76,"male",136,28,1,1,"1-2 year","no",35478.0,122
"a00011684",0,45,"male",132,28,1,0,"1-2 year","yes",37246.0,154
"a00011685",0,44,"female",99,28,1,1,"1-2 year","no",51881.0,122
"a00011686",0,56,"female",124,45,1,0,"1-2 year","yes",29314.0,154
"a00011687",0,24,"male",18,50,1,0,"< 1 year","yes",39818.0,151
"a00011688",0,66,"male",142,36,1,0,"> 2 years","yes",31941.0,154
"a00011689",0,35,"male",186,28,1,0,"1-2 year","yes",33907.0,154
"a00011690",0,36,"male",245,28,1,0,"1-2 year","yes",41739.0,154
"a00011691",0,74,"female",61,28,1,0,"> 2 years","yes",22717.0,122
"a00011692",0,63,"male",202,28,1,0,"1-2 year","yes",56258.0,122
"a00011693",1,21,"male",55,46,1,0,"< 1 year","yes",2630.0,163
"a00011694",1,69,"female",241,28,1,0,"1-2 year","yes",45964.0,122
"a00011695",0,56,"male",154,3,1,0,"1-2 year","yes",2630.0,122
"a00011696",0,31,"male",104,8,1,0,"1-2 year","yes",38576.0,163
"a00011697",0,29,"male",124,28,1,0,"1-2 year","yes",34039.0,154
"a00011698",0,49,"male",128,42,1,0,"1-2 year","yes",32820.0,122
"a00011699",0,68,"male",78,17,1,0,"1-2 year","yes",43919.0,122
"a00011700",0,38,"male",281,10,1,1,"1-2 year","no",2630.0,151
"a00011701",0,59,"male",290,28,1,1,"1-2 year","no",54664.0,122
"a00011702",0,60,"female",46,7,1,1,"1-2 year","no",2630.0,122
"a00011703",0,46,"female",107,33,1,1,"1-2 year","no",34540.0,122
"a00011704",1,47,"male",21,28,1,0,"1-2 year","yes",2630.0,163
"a00011705",0,23,"female",241,42,1,0,"< 1 year","yes",41111.0,151
"a00011706",1,50,"male",257,50,1,0,"1-2 year","yes",2630.0,154
"a00011707",0,21,"female",24,41,1,0,"< 1 year","yes",31047.0,163
"a00011708",0,45,"male",162,28,1,0,"1-2 year","yes",2630.0,122
"a00011709",0,38,"female",96,28,1,1,"1-2 year","no",41808.0,122
"a00011710",0,23,"male",297,8,1,1,"< 1 year","no",36205.0,151
"a00011711",1,52,"male",253,31,1,0,"1-2 year","yes",2630.0,163
"a00011712",0,27,"female",98,33,1,1,"< 1 year","no",2630.0,151
"a00011713",0,35,"male",299,29,1,1,"1-2 year","no",30256.0,154
"a00011714",1,35,"female",220,28,1,0,"1-2 year","yes",47120.0,122
"a00011715",0,66,"female",293,28,1,0,"1-2 year","yes",32867.0,154
"a00011716",0,34,"female",172,28,1,1,"1-2 year","no",52894.0,122
"a00011717",0,36,"female",194,28,1,0,"1-2 year","yes",25808.0,122
"a00011718",0,23,"male",174,35,1,1,"< 1 year","no",36072.0,151
"a00011719",0,31,"female",281,43,1,0,"1-2 year","yes",36484.0,163
"a00011720",0,56,"male",97,28,1,0,"> 2 years","yes",85990.0,122
"a00011721",0,69,"male",282,45,1,0,"1-2 year","yes",23287.0,154
"a00011722",0,74,"male",293,28,1,0,"1-2 year","yes",30214.0,122
"a00011723",0,28,"male",152,28,1,0,"< 1 year","yes",47980.0,122
"a00011724",0,37,"male",269,28,1,0,"1-2 year","yes",40873.0,154
"a00011725",0,49,"male",200,37,1,0,"1-2 year","yes",21339.0,163
"a00011726",0,44,"male",194,28,1,0,"1-2 year","no",51823.0,122
"a00011727",0,41,"male",142,28,1,0,"> 2 years","yes",41216.0,122
"a00011728",0,41,"male",299,37,1,0,"1-2 year","yes",29628.0,163
"a00011729",0,27,"female",16,28,1,0,"1-2 year","yes",31932.0,122
"a00011730",0,24,"male",141,47,1,0,"< 1 year","yes",36414.0,151
"a00011731",0,57,"male",270,28,1,0,"1-2 year","yes",41689.0,122
"a00011732",0,71,"female",17,28,1,1,"1-2 year","no",44279.0,122
"a00011733",0,60,"male",148,41,1,0,"1-2 year","yes",29521.0,154
"a00011734",0,24,"female",152,39,1,0,"< 1 year","no",32594.0,151
"a00011735",0,23,"female",128,26,1,0,"< 1 year","yes",32652.0,151
"a00011736",1,46,"male",61,41,1,0,"1-2 year","yes",20267.0,154
"a00011737",1,49,"male",15,46,1,0,"1-2 year","yes",41484.0,154
"a00011738",0,23,"male",71,8,1,1,"< 1 year","no",32291.0,151
"a00011739",0,33,"male",145,33,1,0,"< 1 year","yes",29937.0,154
"a00011740",0,21,"female",164,13,1,1,"< 1 year","no",22898.0,163
"a00011741",0,37,"male",70,28,1,0,"> 2 years","yes",38249.0,122
"a00011742",0,60,"male",131,41,1,0,"1-2 year","yes",41170.0,122
"a00011743",0,26,"male",262,29,1,1,"< 1 year","no",22556.0,151
"a00011744",0,42,"male",80,28,1,1,"1-2 year","no",54656.0,122
"a00011745",0,59,"female",177,28,1,0,"> 2 years","yes",2630.0,122
"a00011746",0,36,"female",43,28,1,0,"1-2 year","yes",41559.0,122
"a00011747",0,35,"female",224,28,1,1,"1-2 year","no",55416.0,151
"a00011748",0,36,"female",15,8,1,0,"1-2 year","yes",65330.0,154
"a00011749",0,24,"male",248,45,1,0,"< 1 year","no",19147.0,151
"a00011750",1,35,"male",29,28,1,0,"1-2 year","yes",31067.0,151
"a00011751",1,63,"male",268,28,1,0,"1-2 year","yes",54719.0,122
"a00011752",0,45,"male",293,30,1,1,"1-2 year","no",2630.0,163
"a00011753",1,24,"male",263,50,1,0,"< 1 year","yes",49094.0,163
"a00011754",1,24,"female",279,41,1,0,"< 1 year","yes",30775.0,154
"a00011755",0,59,"male",203,28,1,0,"1-2 year","yes",55029.0,122
