"id_new","age","gender","tenure","region","dl","has_v_insurance","v_age","v_accident","v_prem_quote","cs_rep"
"a00021239",42,"male",264,30,1,0,"1-2 year","yes",24392.0,154
"a00021240",59,"male",214,28,1,0,"> 2 years","yes",24337.0,122
"a00021241",33,"male",186,29,1,0,"1-2 year","yes",25544.0,154
"a00021242",61,"male",157,28,1,0,"> 2 years","yes",60089.0,122
"a00021243",41,"female",177,18,1,1,"1-2 year","yes",37612.0,163
"a00021244",33,"female",12,28,1,0,"< 1 year","yes",52410.0,154
"a00021245",42,"female",267,28,1,0,"1-2 year","yes",38111.0,122
"a00021246",65,"male",184,29,1,0,"1-2 year","yes",53696.0,154
"a00021247",64,"female",192,48,1,0,"1-2 year","yes",2630.0,122
"a00021248",33,"female",151,16,1,0,"1-2 year","yes",20783.0,163
"a00021249",45,"female",232,28,1,0,"1-2 year","yes",44967.0,122
"a00021250",39,"female",200,28,1,0,"1-2 year","yes",23634.0,122
"a00021251",50,"female",41,28,1,1,"1-2 year","no",31498.0,122
"a00021252",44,"male",215,29,1,1,"1-2 year","no",42993.0,154
"a00021253",34,"female",172,38,1,0,"1-2 year","yes",2630.0,154
"a00021254",42,"male",211,28,1,0,"1-2 year","yes",54355.0,122
"a00021255",39,"male",93,28,1,1,"1-2 year","no",2630.0,154
"a00021256",25,"female",278,28,1,0,"< 1 year","yes",44528.0,163
"a00021257",24,"male",73,27,1,0,"< 1 year","yes",2630.0,151
"a00021258",34,"female",256,14,1,0,"1-2 year","yes",19494.0,154
"a00021259",29,"male",43,28,1,0,"< 1 year","yes",52359.0,154
"a00021260",52,"male",251,14,1,0,"1-2 year","yes",2630.0,154
"a00021261",23,"female",29,14,1,0,"< 1 year","yes",21357.0,151
"a00021262",41,"male",34,28,1,1,"1-2 year","no",2630.0,151
"a00021263",23,"male",190,8,1,1,"< 1 year","no",66951.0,151
"a00021264",38,"male",78,50,1,0,"1-2 year","yes",28998.0,163
"a00021265",35,"male",255,8,1,0,"1-2 year","yes",53607.0,154
"a00021266",58,"female",287,46,1,0,"1-2 year","yes",33201.0,154
"a00021267",50,"male",132,28,1,0,"1-2 year","yes",2630.0,122
"a00021268",31,"female",13,28,1,0,"1-2 year","yes",53860.0,122
"a00021269",57,"female",25,46,1,0,"1-2 year","yes",28870.0,154
"a00021270",38,"male",225,41,1,0,"1-2 year","yes",32741.0,122
"a00021271",48,"female",110,28,1,1,"1-2 year","no",46759.0,122
"a00021272",67,"male",247,0,1,0,"1-2 year","no",2630.0,122
"a00021273",56,"female",282,28,1,0,"> 2 years","yes",2630.0,154
"a00021274",30,"female",207,28,1,1,"< 1 year","no",31095.0,151
"a00021275",42,"female",48,28,1,0,"1-2 year","yes",33783.0,122
"a00021276",58,"female",221,28,1,1,"1-2 year","no",33418.0,122
"a00021277",23,"female",121,25,1,0,"< 1 year","no",23072.0,151
"a00021278",21,"male",236,31,1,0,"< 1 year","yes",2630.0,163
"a00021279",32,"male",179,39,1,0,"1-2 year","yes",27731.0,154
"a00021280",71,"female",127,28,1,0,"1-2 year","yes",72279.0,122
"a00021281",53,"female",73,21,1,0,"1-2 year","yes",33761.0,163
"a00021282",33,"male",67,28,1,1,"1-2 year","no",54393.0,122
"a00021283",41,"female",161,28,1,1,"1-2 year","no",2630.0,154
"a00021284",24,"female",250,13,1,1,"< 1 year","no",30382.0,151
"a00021285",57,"male",117,28,1,0,"> 2 years","yes",67619.0,154
"a00021286",59,"female",13,28,1,1,"1-2 year","no",36642.0,122
"a00021287",34,"female",227,8,1,0,"1-2 year","yes",37137.0,154
"a00021288",25,"female",132,28,1,0,"1-2 year","yes",48395.0,154
"a00021289",75,"male",223,28,1,0,"> 2 years","yes",42995.0,122
"a00021290",50,"female",21,26,1,0,"1-2 year","yes",33543.0,154
"a00021291",50,"female",121,28,1,0,"> 2 years","yes",36840.0,122
"a00021292",33,"male",113,28,1,1,"< 1 year","yes",57877.0,154
"a00021293",63,"male",75,28,1,0,"> 2 years","yes",46865.0,154
"a00021294",36,"male",58,28,1,0,"1-2 year","yes",2630.0,122
"a00021295",39,"female",293,28,1,0,"> 2 years","yes",35570.0,122
"a00021296",30,"female",210,18,1,0,"< 1 year","yes",73698.0,154
"a00021297",24,"male",189,36,1,0,"< 1 year","yes",31279.0,151
"a00021298",59,"female",262,28,1,0,"1-2 year","yes",29654.0,122
"a00021299",79,"female",221,28,1,0,"> 2 years","yes",2630.0,154
"a00021300",65,"female",281,28,1,0,"1-2 year","yes",42407.0,122
"a00021301",47,"male",77,18,1,0,"1-2 year","yes",25355.0,154
"a00021302",64,"male",135,28,0,0,"1-2 year","yes",28088.0,122
"a00021303",78,"female",68,28,1,1,"1-2 year","no",45009.0,122
"a00021304",48,"female",25,28,1,0,"1-2 year","yes",40461.0,154
"a00021305",48,"male",294,28,1,0,"1-2 year","yes",29060.0,122
"a00021306",70,"male",295,28,1,0,"1-2 year","yes",48684.0,122
"a00021307",41,"female",44,28,1,0,"1-2 year","yes",29578.0,122
"a00021308",22,"male",123,28,1,0,"< 1 year","yes",34959.0,154
"a00021309",35,"male",269,36,1,0,"1-2 year","no",32950.0,163
"a00021310",32,"female",116,15,1,0,"1-2 year","yes",35289.0,154
"a00021311",44,"male",138,28,1,0,"1-2 year","yes",31704.0,122
"a00021312",28,"female",178,8,1,1,"< 1 year","no",40878.0,151
"a00021313",70,"male",299,28,1,0,"1-2 year","yes",42861.0,122
"a00021314",41,"female",160,28,1,0,"1-2 year","yes",43051.0,122
"a00021315",55,"male",206,28,1,0,"1-2 year","yes",37077.0,122
"a00021316",70,"male",254,28,1,0,"> 2 years","yes",2630.0,122
"a00021317",29,"female",92,14,1,1,"1-2 year","no",35246.0,154
"a00021318",56,"female",151,28,1,0,"1-2 year","yes",30140.0,122
"a00021319",23,"female",99,8,1,1,"< 1 year","no",42938.0,151
"a00021320",33,"male",272,30,1,1,"< 1 year","no",30129.0,151
"a00021321",37,"male",247,28,1,1,"1-2 year","no",31136.0,122
"a00021322",61,"female",111,28,1,1,"1-2 year","no",32875.0,122
"a00021323",44,"male",290,28,1,1,"1-2 year","no",40291.0,122
"a00021324",36,"female",105,28,1,0,"1-2 year","yes",27097.0,122
"a00021325",52,"male",103,50,1,0,"1-2 year","yes",42441.0,154
"a00021326",43,"female",149,38,1,1,"1-2 year","no",2630.0,122
"a00021327",36,"female",76,48,1,0,"1-2 year","yes",2630.0,154
"a00021328",24,"female",278,32,1,1,"< 1 year","no",33958.0,151
"a00021329",41,"female",96,12,1,0,"1-2 year","yes",37090.0,163
"a00021330",50,"female",219,45,1,0,"1-2 year","yes",29369.0,122
"a00021331",47,"male",11,28,1,1,"1-2 year","no",36998.0,122
"a00021332",38,"female",296,48,1,1,"1-2 year","no",2630.0,122
"a00021333",23,"female",162,49,1,0,"< 1 year","yes",22772.0,151
"a00021334",37,"female",253,28,1,0,"1-2 year","yes",30424.0,122
"a00021335",45,"male",283,28,1,1,"1-2 year","no",30004.0,122
"a00021336",66,"female",132,28,1,0,"1-2 year","yes",37994.0,122
"a00021337",73,"male",187,28,1,0,"1-2 year","yes",78631.0,122
"a00021338",69,"male",168,38,1,1,"1-2 year","no",2630.0,122
"a00021339",35,"male",175,14,1,1,"1-2 year","no",22086.0,151
"a00021340",37,"female",128,28,1,0,"> 2 years","yes",44942.0,122
"a00021341",34,"male",85,28,1,0,"1-2 year","yes",19084.0,154
"a00021342",51,"male",238,28,1,0,"1-2 year","yes",29686.0,122
"a00021343",52,"female",132,12,1,0,"1-2 year","yes",2630.0,154
"a00021344",31,"male",273,46,1,0,"1-2 year","yes",25195.0,154
"a00021345",33,"female",211,35,1,0,"1-2 year","yes",2630.0,163
"a00021346",57,"male",289,28,1,1,"1-2 year","no",2630.0,122
"a00021347",78,"female",154,11,1,0,"1-2 year","no",2630.0,154
"a00021348",23,"female",249,29,1,0,"< 1 year","yes",35843.0,151
"a00021349",24,"male",110,45,1,0,"< 1 year","yes",37142.0,151
"a00021350",72,"male",236,41,1,0,"1-2 year","yes",29364.0,154
"a00021351",24,"male",91,2,1,1,"< 1 year","no",21182.0,151
"a00021352",32,"female",117,28,1,1,"1-2 year","no",28650.0,122
"a00021353",56,"female",37,11,1,0,"1-2 year","yes",2630.0,154
"a00021354",22,"female",55,47,1,0,"1-2 year","yes",24916.0,163
"a00021355",32,"female",240,10,1,1,"< 1 year","no",36994.0,151
"a00021356",57,"male",105,28,1,1,"1-2 year","no",35236.0,122
"a00021357",44,"male",281,24,1,0,"1-2 year","yes",38651.0,122
"a00021358",70,"male",98,28,1,0,"1-2 year","yes",41702.0,122
"a00021359",23,"female",109,3,1,0,"1-2 year","yes",54747.0,163
"a00021360",27,"female",149,28,1,0,"1-2 year","yes",2630.0,163
"a00021361",21,"female",203,2,1,1,"< 1 year","yes",2630.0,163
"a00021362",47,"male",276,28,1,1,"1-2 year","no",46404.0,122
"a00021363",33,"male",205,26,1,1,"< 1 year","no",39850.0,151
"a00021364",56,"female",161,20,1,0,"1-2 year","yes",2630.0,154
"a00021365",22,"female",142,28,1,1,"< 1 year","yes",44633.0,154
"a00021366",50,"male",28,28,1,0,"1-2 year","yes",44106.0,122
"a00021367",42,"female",224,28,1,0,"1-2 year","no",132387.0,122
"a00021368",24,"female",81,3,1,0,"< 1 year","yes",29104.0,151
"a00021369",53,"male",39,28,1,1,"1-2 year","yes",52194.0,122
"a00021370",31,"male",37,35,1,0,"< 1 year","yes",33516.0,154
"a00021371",55,"female",244,28,1,0,"1-2 year","yes",61974.0,122
"a00021372",63,"male",232,28,1,0,"1-2 year","yes",45930.0,122
"a00021373",65,"male",93,28,1,0,"1-2 year","yes",63827.0,122
"a00021374",50,"male",58,28,1,0,"1-2 year","yes",29661.0,122
"a00021375",61,"male",180,28,1,1,"1-2 year","no",44212.0,122
"a00021376",53,"male",62,46,1,0,"1-2 year","yes",30774.0,163
"a00021377",36,"female",89,7,1,1,"1-2 year","no",33347.0,154
"a00021378",23,"female",132,29,1,1,"< 1 year","no",39835.0,151
"a00021379",53,"female",159,28,1,1,"1-2 year","no",42485.0,122
"a00021380",55,"male",85,29,1,0,"1-2 year","yes",27758.0,154
"a00021381",31,"female",164,39,1,0,"< 1 year","yes",38779.0,122
"a00021382",52,"male",18,28,1,0,"1-2 year","no",51055.0,122
"a00021383",24,"female",258,37,1,0,"< 1 year","yes",34193.0,151
"a00021384",65,"female",173,28,1,0,"> 2 years","yes",46845.0,122
"a00021385",41,"male",174,28,1,1,"1-2 year","no",38375.0,122
"a00021386",32,"male",119,39,1,0,"< 1 year","yes",2630.0,163
"a00021387",34,"male",106,29,1,0,"1-2 year","yes",2630.0,154
"a00021388",24,"female",34,8,1,1,"< 1 year","no",41336.0,151
"a00021389",71,"male",298,28,1,0,"> 2 years","yes",50390.0,122
"a00021390",54,"male",299,35,1,0,"1-2 year","yes",31135.0,154
"a00021391",73,"male",224,28,1,1,"1-2 year","no",29011.0,122
"a00021392",29,"male",104,11,1,0,"< 1 year","yes",28319.0,154
"a00021393",21,"male",221,28,1,0,"< 1 year","yes",38138.0,154
"a00021394",34,"male",72,33,1,0,"1-2 year","yes",39089.0,163
"a00021395",44,"female",252,20,1,0,"1-2 year","yes",2630.0,154
"a00021396",34,"female",46,28,1,1,"1-2 year","yes",32655.0,154
"a00021397",31,"male",122,28,1,0,"1-2 year","yes",52710.0,163
"a00021398",24,"male",282,28,1,0,"< 1 year","yes",49560.0,163
"a00021399",55,"female",247,28,1,0,"1-2 year","yes",27380.0,154
"a00021400",35,"male",222,3,1,0,"1-2 year","yes",33002.0,154
"a00021401",25,"female",143,50,1,1,"< 1 year","no",22492.0,151
"a00021402",41,"female",216,28,1,0,"1-2 year","yes",39933.0,122
"a00021403",25,"female",295,28,1,1,"< 1 year","no",38322.0,151
"a00021404",21,"male",150,36,1,0,"< 1 year","yes",2630.0,163
"a00021405",30,"female",167,24,1,0,"< 1 year","yes",25904.0,163
"a00021406",44,"female",287,28,1,0,"1-2 year","yes",40516.0,122
"a00021407",42,"female",85,28,1,0,"1-2 year","yes",55648.0,122
"a00021408",52,"male",97,28,1,0,"1-2 year","yes",2630.0,154
"a00021409",28,"male",112,28,1,0,"1-2 year","yes",23439.0,163
"a00021410",40,"male",37,43,1,0,"1-2 year","yes",17821.0,154
"a00021411",24,"male",32,8,1,1,"< 1 year","no",37642.0,151
"a00021412",42,"male",254,28,1,0,"1-2 year","yes",2630.0,122
"a00021413",34,"female",120,36,1,0,"1-2 year","yes",38263.0,154
"a00021414",36,"male",178,28,1,0,"1-2 year","yes",39236.0,122
"a00021415",33,"male",181,28,1,0,"< 1 year","yes",29719.0,154
"a00021416",22,"female",176,29,1,0,"< 1 year","yes",25727.0,154
"a00021417",38,"female",14,28,1,0,"1-2 year","yes",38832.0,154
"a00021418",48,"female",140,28,1,1,"1-2 year","no",43097.0,122
"a00021419",31,"female",69,46,1,0,"1-2 year","yes",30474.0,154
"a00021420",51,"male",266,35,1,0,"> 2 years","yes",46579.0,154
"a00021421",31,"male",255,28,1,0,"1-2 year","yes",21440.0,154
"a00021422",26,"female",52,46,1,0,"< 1 year","yes",28123.0,154
"a00021423",28,"male",174,0,1,1,"1-2 year","no",2630.0,122
"a00021424",80,"female",178,50,1,0,"> 2 years","yes",27614.0,122
"a00021425",43,"male",165,46,1,0,"1-2 year","no",43574.0,122
"a00021426",48,"male",78,28,1,0,"1-2 year","no",29523.0,122
"a00021427",43,"male",142,28,1,0,"1-2 year","yes",30356.0,122
"a00021428",23,"female",173,47,1,0,"< 1 year","yes",2630.0,151
"a00021429",27,"male",106,18,1,0,"< 1 year","yes",2630.0,154
"a00021430",66,"male",12,28,1,0,"> 2 years","yes",24985.0,122
"a00021431",46,"female",203,28,1,1,"1-2 year","no",61715.0,122
"a00021432",72,"male",232,38,1,1,"1-2 year","no",2630.0,122
"a00021433",72,"male",184,28,1,1,"1-2 year","no",97741.0,122
"a00021434",24,"female",95,40,1,0,"< 1 year","yes",38782.0,151
"a00021435",23,"female",54,46,1,1,"< 1 year","no",22083.0,151
"a00021436",62,"female",94,28,1,1,"1-2 year","no",29288.0,122
"a00021437",67,"female",182,28,1,0,"1-2 year","yes",58275.0,122
"a00021438",41,"female",235,48,1,1,"1-2 year","no",2630.0,122
"a00021439",21,"female",232,28,1,0,"1-2 year","yes",53575.0,122
"a00021440",42,"female",107,28,1,0,"1-2 year","yes",34339.0,122
"a00021441",56,"female",67,28,1,0,"1-2 year","yes",2630.0,122
"a00021442",53,"male",201,28,1,1,"1-2 year","yes",62267.0,122
"a00021443",23,"male",184,8,1,1,"< 1 year","no",27667.0,151
"a00021444",21,"male",160,8,1,0,"< 1 year","yes",36806.0,163
"a00021445",41,"male",171,2,1,1,"1-2 year","no",25939.0,154
"a00021446",32,"female",264,26,1,0,"1-2 year","yes",41101.0,154
"a00021447",43,"female",96,28,1,0,"1-2 year","yes",54670.0,163
"a00021448",57,"female",25,8,1,1,"1-2 year","no",53880.0,122
"a00021449",46,"male",58,31,1,0,"1-2 year","yes",2630.0,163
"a00021450",25,"male",86,16,1,0,"1-2 year","yes",27784.0,122
"a00021451",28,"male",15,45,1,0,"1-2 year","yes",23062.0,122
"a00021452",24,"female",17,33,1,0,"< 1 year","no",31135.0,163
"a00021453",65,"female",31,8,1,0,"1-2 year","yes",41384.0,163
"a00021454",42,"male",291,13,1,0,"1-2 year","yes",2630.0,163
"a00021455",43,"female",187,28,1,1,"1-2 year","no",32087.0,122
"a00021456",21,"male",137,28,1,0,"1-2 year","yes",38156.0,154
"a00021457",74,"female",178,28,1,0,"1-2 year","yes",2630.0,122
"a00021458",61,"male",185,43,1,0,"1-2 year","yes",56185.0,154
"a00021459",28,"male",113,28,1,0,"1-2 year","yes",34187.0,154
"a00021460",37,"male",232,7,1,0,"1-2 year","yes",30043.0,154
"a00021461",20,"male",207,28,1,1,"1-2 year","yes",2630.0,154
"a00021462",29,"male",163,14,1,0,"< 1 year","yes",25671.0,154
"a00021463",60,"male",296,29,1,0,"1-2 year","yes",2630.0,163
"a00021464",26,"male",138,30,1,1,"< 1 year","no",32766.0,151
"a00021465",67,"female",252,28,1,0,"> 2 years","yes",40627.0,122
"a00021466",25,"male",96,28,1,0,"< 1 year","yes",26480.0,151
"a00021467",48,"female",16,28,1,0,"1-2 year","yes",2630.0,122
"a00021468",23,"male",25,10,1,1,"< 1 year","no",25104.0,151
"a00021469",51,"male",81,28,1,1,"1-2 year","yes",26778.0,122
"a00021470",24,"female",113,11,1,1,"< 1 year","no",29300.0,151
"a00021471",73,"female",179,28,1,0,"1-2 year","yes",29144.0,122
"a00021472",64,"male",135,28,1,1,"1-2 year","no",21313.0,122
"a00021473",44,"male",19,28,1,0,"1-2 year","yes",44728.0,122
"a00021474",25,"male",218,28,1,1,"< 1 year","no",2630.0,151
"a00021475",45,"male",123,28,1,0,"1-2 year","yes",44984.0,122
"a00021476",21,"female",235,28,1,0,"1-2 year","yes",47004.0,154
"a00021477",39,"female",185,28,1,0,"1-2 year","yes",56334.0,122
"a00021478",53,"male",43,8,1,0,"1-2 year","yes",31005.0,154
"a00021479",55,"male",70,3,1,0,"1-2 year","no",20196.0,154
"a00021480",23,"female",72,15,1,0,"< 1 year","yes",50904.0,151
"a00021481",35,"male",196,37,1,1,"1-2 year","no",29751.0,151
"a00021482",42,"male",89,28,1,1,"1-2 year","no",39632.0,122
"a00021483",37,"female",49,28,1,0,"1-2 year","yes",48569.0,122
"a00021484",30,"male",270,28,1,0,"1-2 year","yes",66673.0,122
"a00021485",40,"male",210,28,1,0,"> 2 years","yes",40872.0,122
"a00021486",61,"male",221,15,1,0,"1-2 year","no",2630.0,122
"a00021487",23,"female",29,14,1,1,"< 1 year","no",28315.0,151
"a00021488",23,"male",14,26,1,0,"< 1 year","yes",22914.0,151
"a00021489",33,"male",78,3,1,0,"1-2 year","yes",28333.0,163
"a00021490",77,"female",291,28,1,0,"> 2 years","yes",38452.0,122
"a00021491",45,"female",267,28,1,0,"1-2 year","yes",38551.0,163
"a00021492",41,"female",60,28,1,1,"1-2 year","no",2630.0,122
"a00021493",33,"female",67,28,1,0,"1-2 year","yes",28538.0,154
"a00021494",23,"male",168,8,1,0,"< 1 year","yes",96374.0,151
"a00021495",36,"male",243,12,1,0,"1-2 year","yes",25310.0,163
"a00021496",39,"female",20,28,1,0,"1-2 year","yes",34189.0,122
"a00021497",24,"female",28,14,1,1,"< 1 year","no",44495.0,151
"a00021498",45,"male",78,28,1,1,"1-2 year","no",34158.0,122
"a00021499",38,"male",219,42,1,0,"1-2 year","yes",29552.0,154
"a00021500",30,"male",173,18,1,0,"< 1 year","yes",54906.0,163
"a00021501",23,"female",125,8,1,1,"< 1 year","no",38777.0,151
"a00021502",54,"female",15,28,1,1,"1-2 year","no",43040.0,122
"a00021503",34,"female",78,41,1,0,"1-2 year","yes",25583.0,154
"a00021504",68,"female",103,28,1,1,"1-2 year","no",45320.0,122
"a00021505",65,"male",166,28,1,0,"1-2 year","yes",2630.0,122
"a00021506",54,"male",77,28,1,0,"1-2 year","yes",54044.0,122
"a00021507",51,"male",228,28,1,0,"1-2 year","yes",34604.0,122
"a00021508",61,"female",209,29,1,1,"1-2 year","no",25633.0,151
"a00021509",33,"female",190,15,1,0,"1-2 year","yes",2630.0,154
"a00021510",26,"female",182,28,1,1,"< 1 year","no",43090.0,122
"a00021511",31,"male",164,28,1,0,"1-2 year","yes",29918.0,154
"a00021512",43,"male",189,28,1,0,"1-2 year","yes",44880.0,122
"a00021513",33,"female",240,28,1,0,"< 1 year","yes",43563.0,154
"a00021514",70,"female",163,28,1,0,"1-2 year","yes",39385.0,122
"a00021515",50,"male",188,28,1,0,"1-2 year","yes",32897.0,122
"a00021516",21,"female",39,9,1,0,"< 1 year","yes",40609.0,122
"a00021517",30,"male",234,15,1,1,"< 1 year","no",40503.0,151
"a00021518",38,"male",14,19,1,1,"1-2 year","no",27045.0,122
"a00021519",50,"female",140,46,1,0,"1-2 year","yes",36718.0,122
"a00021520",47,"female",255,28,1,1,"1-2 year","no",55358.0,122
"a00021521",72,"male",70,28,1,0,"1-2 year","yes",30177.0,122
"a00021522",32,"male",239,41,1,1,"< 1 year","no",35857.0,151
"a00021523",27,"female",171,8,1,0,"1-2 year","yes",35656.0,154
"a00021524",57,"male",242,27,1,0,"1-2 year","yes",23447.0,154
"a00021525",24,"female",73,47,1,1,"< 1 year","yes",30571.0,163
"a00021526",76,"female",13,27,1,0,"1-2 year","yes",25264.0,154
"a00021527",24,"female",160,37,1,0,"< 1 year","yes",2630.0,151
"a00021528",36,"male",225,28,1,0,"> 2 years","yes",37526.0,122
"a00021529",44,"male",298,11,1,0,"> 2 years","yes",46233.0,154
"a00021530",35,"male",171,33,1,1,"1-2 year","no",25706.0,151
"a00021531",48,"male",187,28,1,1,"1-2 year","no",61442.0,122
"a00021532",73,"female",109,28,1,0,"1-2 year","yes",48707.0,122
"a00021533",48,"male",39,28,1,0,"1-2 year","yes",55863.0,122
"a00021534",24,"male",65,28,1,0,"1-2 year","yes",38258.0,154
"a00021535",76,"male",273,28,1,1,"1-2 year","no",40970.0,122
"a00021536",78,"male",293,28,1,0,"1-2 year","yes",42261.0,122
"a00021537",56,"male",200,6,1,0,"1-2 year","yes",27815.0,163
"a00021538",24,"female",218,15,1,1,"< 1 year","no",38833.0,151
"a00021539",49,"female",194,28,1,0,"1-2 year","yes",23680.0,122
"a00021540",38,"male",186,28,1,0,"1-2 year","yes",32318.0,122
"a00021541",28,"male",239,0,1,1,"< 1 year","no",2630.0,163
"a00021542",23,"male",255,37,1,1,"< 1 year","yes",2630.0,151
"a00021543",37,"male",16,28,1,0,"> 2 years","yes",45483.0,154
"a00021544",32,"female",214,5,1,0,"1-2 year","yes",42236.0,154
"a00021545",32,"male",26,39,1,0,"< 1 year","yes",2630.0,163
"a00021546",22,"female",281,28,1,0,"1-2 year","yes",48779.0,163
"a00021547",23,"female",61,50,1,0,"< 1 year","no",37770.0,151
"a00021548",51,"female",98,28,1,0,"> 2 years","yes",2630.0,163
"a00021549",28,"male",193,46,1,0,"1-2 year","yes",19487.0,154
"a00021550",40,"female",139,30,1,0,"1-2 year","yes",29318.0,154
"a00021551",61,"male",29,28,1,0,"1-2 year","yes",35376.0,122
"a00021552",21,"male",267,30,1,1,"< 1 year","no",2630.0,163
"a00021553",52,"male",127,25,1,0,"1-2 year","yes",2630.0,154
"a00021554",51,"male",81,28,1,0,"> 2 years","yes",28789.0,122
"a00021555",51,"male",85,19,1,0,"1-2 year","yes",31817.0,122
"a00021556",25,"female",100,8,1,1,"< 1 year","no",64373.0,151
"a00021557",45,"female",107,28,1,0,"1-2 year","yes",34322.0,122
"a00021558",55,"male",200,28,1,0,"1-2 year","yes",44454.0,122
"a00021559",33,"female",139,0,1,1,"< 1 year","no",2630.0,151
"a00021560",58,"female",184,28,1,0,"> 2 years","yes",34456.0,122
"a00021561",74,"male",15,20,1,0,"> 2 years","yes",2630.0,122
"a00021562",58,"male",249,28,1,0,"> 2 years","yes",31221.0,122
"a00021563",47,"female",41,28,1,1,"1-2 year","no",49593.0,122
"a00021564",76,"female",159,28,1,0,"1-2 year","yes",2630.0,122
"a00021565",36,"female",235,47,1,0,"1-2 year","yes",2630.0,154
"a00021566",21,"female",297,28,1,0,"< 1 year","yes",60873.0,122
"a00021567",72,"female",168,41,1,1,"1-2 year","no",34416.0,154
"a00021568",21,"female",246,8,1,0,"1-2 year","yes",32554.0,154
"a00021569",27,"female",112,29,1,0,"< 1 year","yes",2630.0,163
"a00021570",36,"female",17,28,1,0,"1-2 year","yes",37877.0,154
"a00021571",37,"male",158,28,1,0,"1-2 year","yes",49500.0,154
"a00021572",35,"male",202,49,1,0,"1-2 year","yes",2630.0,163
"a00021573",68,"female",61,28,1,0,"1-2 year","yes",48149.0,122
"a00021574",23,"female",257,47,1,0,"< 1 year","no",29431.0,151
"a00021575",32,"male",152,11,1,0,"1-2 year","yes",2630.0,154
"a00021576",44,"female",152,30,1,0,"1-2 year","yes",25741.0,154
"a00021577",43,"male",214,28,1,0,"1-2 year","yes",34307.0,122
"a00021578",35,"female",261,28,1,0,"1-2 year","yes",28587.0,154
"a00021579",44,"male",291,48,1,0,"1-2 year","yes",2630.0,154
"a00021580",35,"male",251,35,1,0,"1-2 year","yes",37728.0,163
"a00021581",57,"male",157,28,1,0,"> 2 years","yes",55326.0,154
"a00021582",38,"male",120,28,1,0,"1-2 year","yes",2630.0,154
"a00021583",63,"male",184,8,1,0,"1-2 year","yes",51477.0,122
"a00021584",40,"female",287,39,1,0,"1-2 year","yes",61885.0,154
"a00021585",21,"male",112,28,1,1,"< 1 year","no",62100.0,154
"a00021586",37,"female",153,28,1,0,"1-2 year","yes",41652.0,122
"a00021587",24,"female",41,41,1,0,"< 1 year","yes",35375.0,163
"a00021588",41,"male",95,28,1,0,"1-2 year","yes",42465.0,154
"a00021589",26,"male",170,35,1,1,"< 1 year","no",28172.0,151
"a00021590",64,"male",282,28,0,0,"1-2 year","yes",58478.0,122
"a00021591",31,"female",43,46,1,0,"1-2 year","no",19410.0,154
"a00021592",33,"female",263,28,1,0,"1-2 year","yes",33386.0,122
"a00021593",29,"male",230,13,1,1,"< 1 year","no",32474.0,151
"a00021594",25,"female",155,15,1,1,"< 1 year","no",32829.0,151
"a00021595",54,"male",228,28,1,0,"1-2 year","yes",59395.0,154
"a00021596",56,"male",208,28,1,0,"1-2 year","yes",71664.0,122
"a00021597",49,"male",86,31,1,0,"1-2 year","yes",2630.0,122
"a00021598",66,"female",102,28,1,0,"1-2 year","yes",24412.0,122
"a00021599",24,"male",158,45,1,1,"< 1 year","no",24718.0,151
"a00021600",44,"male",13,28,1,0,"1-2 year","yes",30494.0,122
"a00021601",30,"male",21,28,1,0,"< 1 year","yes",37859.0,163
"a00021602",51,"male",205,14,1,0,"1-2 year","yes",56490.0,154
"a00021603",68,"male",228,28,1,0,"1-2 year","yes",32001.0,122
"a00021604",45,"male",123,18,1,0,"> 2 years","yes",29674.0,163
"a00021605",62,"female",205,6,1,0,"1-2 year","yes",26723.0,154
"a00021606",23,"male",171,47,1,0,"< 1 year","yes",34294.0,151
"a00021607",43,"male",101,46,1,0,"1-2 year","yes",31271.0,154
"a00021608",27,"female",161,28,1,0,"1-2 year","no",28940.0,154
"a00021609",62,"male",288,29,1,0,"1-2 year","yes",2630.0,154
"a00021610",29,"female",170,8,1,1,"1-2 year","no",37842.0,154
"a00021611",45,"male",126,28,1,0,"1-2 year","yes",31651.0,122
"a00021612",45,"male",104,18,1,0,"1-2 year","yes",25878.0,154
"a00021613",60,"female",230,28,1,1,"1-2 year","no",50622.0,122
"a00021614",24,"female",109,15,1,0,"< 1 year","yes",32401.0,151
"a00021615",51,"male",113,36,1,0,"1-2 year","yes",34577.0,154
"a00021616",60,"male",198,28,1,1,"1-2 year","no",40345.0,122
"a00021617",24,"male",57,15,1,0,"1-2 year","yes",22578.0,163
"a00021618",47,"female",135,8,1,0,"1-2 year","yes",35632.0,154
"a00021619",30,"female",52,28,1,0,"1-2 year","yes",28819.0,122
"a00021620",24,"male",253,2,1,0,"< 1 year","yes",20713.0,151
"a00021621",33,"male",144,28,1,0,"1-2 year","no",41118.0,122
"a00021622",69,"male",123,28,1,1,"1-2 year","no",80960.0,122
"a00021623",23,"female",52,13,1,0,"< 1 year","yes",31435.0,151
"a00021624",22,"male",47,28,1,1,"< 1 year","no",33276.0,154
"a00021625",24,"female",79,37,1,1,"< 1 year","no",31675.0,151
"a00021626",43,"female",112,11,1,1,"1-2 year","no",34195.0,122
"a00021627",23,"female",85,41,1,1,"< 1 year","no",48593.0,151
"a00021628",50,"female",244,28,1,0,"1-2 year","no",2630.0,122
